0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
0.8086274	0.68322724	0.9190244	-1.0874313	0.2810457	-1.0274938	1.100614	-0.79593414	-0.78085285	-0.79160637	-0.76266325	0.77773196	-0.93854773	1.0311639	0.21667899
0.6840195	0.5676414	0.70881736	-0.52672243	0.5722227	-0.73140365	0.6284151	-0.36660025	-0.5668041	-0.473841	-0.53226155	0.60183215	-0.6559557	0.5077259	0.6920818
0.5442059	0.20204338	0.2889312	0.2763591	-0.91381514	-1.1644363	0.52686363	-0.40829724	0.98677623	0.97028434	-0.58913493	0.22152814	-0.6119362	0.87278074	0.8127542
0.68974566	0.54884034	-0.25936338	-0.75943315	0.8357086	-0.9868547	0.7785193	-0.9507607	-0.99094284	-1.3074049	-0.7836266	0.52884793	-0.097217724	0.5230523	0.3911346
0.50638074	0.5077233	0.59811044	-0.48638344	0.65697455	-0.8453097	0.5394624	-0.52683294	-0.65007347	-0.96281403	-0.74859065	0.5502946	-0.7318589	0.45102406	0.58557445
0.5624096	-0.06665118	1.1376407	-1.2768829	-0.116978146	-1.2643632	0.057135545	-0.3272694	-0.735769	-0.6489623	-0.54369646	1.2043817	-0.24983256	-0.31550196	0.93680733
0.85421103	0.72472864	0.6489944	-1.0333539	0.81985885	-1.1978666	0.8337625	-0.689205	-0.91468835	-0.6197887	-0.6782494	0.36651888	-0.36086658	0.32883364	0.617103
0.7513399	0.44321653	0.5317143	-0.6291226	1.0053285	-0.6725858	0.3651205	-0.55362344	-0.42232686	-0.57004875	-0.811599	0.57812333	-0.541476	0.21417028	0.750304
0.50657636	0.5825449	0.7665574	-0.43708748	0.873571	-0.36342904	0.69117415	-0.6925341	-0.762203	-0.7489223	-0.76091784	0.51291424	-0.60784787	0.849055	0.50514716
0.35071614	0.49754608	1.1763389	-0.22014093	-0.15136331	-0.43351272	0.29036653	-0.9718596	-1.1727505	-0.6663895	-0.24632744	0.7451212	-0.42012283	-0.110837035	0.27919334
0.9785912	1.0144706	0.7170853	-0.68322986	0.70719475	-0.012138309	0.36028102	-0.7088573	-0.6155613	-0.7098929	-0.72676235	0.7625777	-0.6602086	0.5355869	0.84175533
0.72794694	0.6546288	0.99609333	-0.77701455	0.30218062	-0.36150312	0.79572946	-0.61115324	-0.8142348	-0.9944727	-0.7650102	0.88605237	-0.5379214	0.39673048	0.79482716
0.67009646	0.7963952	0.69822294	-0.66536885	0.80108196	-0.195876	0.813534	-0.5575633	-0.083131604	-0.4914143	-0.7846467	0.3196513	-0.6534653	0.9646453	0.691082
0.5509358	0.4400383	0.66374755	-0.8156031	0.622518	-0.8791024	0.62459403	-0.550238	-0.72730476	-0.45755628	-0.5460609	0.87358105	-0.35053864	0.16895023	0.51170987
0.47352523	1.0145313	0.5252539	-0.92901057	0.8316975	0.26680025	0.5207292	-0.4003034	-0.98411506	-0.84623224	-0.6074516	0.26140344	-0.3956631	0.48109794	0.9911359
0.47617772	0.56853783	0.46727118	-0.62981975	0.40880117	-0.77778447	0.5706442	-0.7462385	-0.8254143	-0.48275003	-0.5997989	0.5626667	-0.61581457	0.71037346	0.48898187
0.6674521	0.6132854	0.93576884	-0.7646198	0.8046106	-0.4597264	0.66460353	-0.55966103	-0.5057	-0.59499097	-0.7579191	0.45531777	-0.60214305	0.52232736	0.7485249
0.4049831	1.0073347	0.6223014	-0.6001799	0.6435437	-0.9634055	0.73100996	-0.54386413	-1.0008286	-0.4645908	-0.3805147	0.6252665	-0.7290009	0.8831195	0.23605356
0.58200914	1.6222819	0.7124322	0.23045987	-0.34358314	-0.71909267	0.028920157	-0.0453424	-0.37617403	-1.0673418	-0.979943	0.7385885	-0.94315517	0.7258856	0.104025476
0.99545383	0.23206618	1.16401	-1.0662881	1.1817142	-1.0673395	0.4576807	-0.6155888	-1.2277566	-1.3312699	-0.8238949	0.6810577	-1.0749913	0.5619375	0.3557859
1.0245413	0.0023420944	1.3695701	-1.3079079	0.15481748	-0.25487432	0.6815785	0.015587285	-0.20932353	-0.6558272	-0.505148	0.691862	-0.13321508	0.16694468	0.15598673
0.20259616	0.40342152	0.6281434	-0.27114055	0.54852504	-1.0007899	0.25048786	-0.6018152	-0.54593724	-0.4808902	-1.0719951	0.36761785	-0.26665008	-0.19919266	0.6456949
0.471996	0.70959586	0.10641675	-0.7174758	0.5692983	-0.7589923	0.6450267	-0.34410802	-0.48565444	-0.5960735	-0.5977087	0.6541428	-0.7542371	0.6104945	0.47432467
0.58164144	0.6025633	0.6821226	-0.59404767	0.5763207	-0.41340834	0.5059004	-0.77037483	-0.45460832	-0.6838966	-0.51398176	0.49710983	-0.7547172	0.5811286	0.7697413
0.7072525	0.6113451	0.605651	-0.63193524	0.5690974	-0.4732904	0.6056408	-0.37978822	-0.55333316	-0.6672275	-0.5289081	0.7217892	-0.64621115	0.7518799	0.63051265
0.44530523	0.40915838	0.4852535	-0.15093803	0.50225985	-0.2542463	0.4243187	-0.40189248	-0.16043727	-0.350224	-0.56971157	0.33495706	-0.4346403	0.36402208	0.60170335
1.1169106	0.47374827	0.82925195	-0.81637335	0.15300807	-0.62359834	0.37091994	-0.37195784	-1.0239857	-0.9505494	-0.70575047	1.0173607	-0.48338962	0.045138557	0.49343312
0.47094715	1.4342896	0.39124748	-0.96205556	1.1525004	-0.016317274	0.8697701	-0.05208693	0.15601882	0.15791544	-0.6632172	-0.34906653	-0.7502038	-0.45145512	0.34226608
0.7266502	0.80185825	0.6673911	-0.77350235	0.63282895	-0.65466255	0.74143356	-0.8713895	-0.42838672	-0.83383507	-0.787696	0.57506895	-0.6570459	0.69915134	0.68538326
0.82184106	0.5689855	0.8814719	-0.7680066	0.7531166	0.07945721	0.81007755	-0.5273497	-0.37699205	-0.62969375	-0.7076519	0.89515424	-0.6999474	0.72657347	0.4900606
0.71932274	0.46264243	1.0178813	-1.0442833	0.5115347	-0.7296935	0.7163256	-0.5247543	-0.38530278	-0.68287015	-0.4830694	0.81594986	-0.47097757	0.40498376	0.78493863
0.62145567	0.6030707	0.44979706	-0.62133175	0.9524715	-0.5020092	0.52772534	-0.91176677	-0.5612162	-0.7469953	-0.7396912	0.74010944	-0.88153744	0.7091431	0.51869863
0.635613	0.60123134	0.9569653	-0.6836605	1.0853219	-0.36668703	0.7668056	-0.4761813	-0.6960526	-0.7221489	-0.78826374	0.57021165	-0.73312205	0.9597476	0.63334197
0.58846617	1.069462	0.46268833	-0.01704483	0.14089048	-0.51983726	1.2007394	-0.8513085	-0.710106	-0.5492163	-0.026668524	0.79895705	-0.3163172	0.93457806	0.49437362
0.69190246	0.54082423	0.6980719	-0.5070939	0.59191537	-0.83453745	0.49542546	-0.5948173	-0.7392186	-0.81141466	-0.83047986	0.54181635	-0.2925798	0.23733144	0.63699734
0.1861771	0.24532919	0.47257134	-0.64544475	0.4052369	-0.1100811	0.37969974	-0.5821522	-0.4577628	-0.29652998	-0.41332972	0.41195604	-0.5295501	0.97114295	0.2555181
0.86299044	0.3914839	0.55572486	-0.58489454	0.6982433	-0.78612137	0.68714404	-0.771181	-0.15212338	-0.38122404	-0.669165	0.6996445	-0.3637	0.7550501	0.90696156
0.49900383	0.5778158	0.5970241	-0.7194956	0.3719378	-0.4727625	0.35730478	-0.8620455	-0.6730896	-0.71019197	-0.8488405	0.73088634	-0.6433052	0.46231207	0.61573774
0.59252435	0.68812877	0.57614267	-0.26154903	0.9627832	-0.48097667	0.6200507	-0.8138516	-0.73541224	-0.46749008	-0.819507	0.8706044	-0.66847235	1.1440434	0.9901961
0.6952557	0.44143844	0.67675686	-0.32685682	0.71423423	-1.2184749	1.1508756	-1.1026018	-0.6579484	-1.1853037	-0.604464	0.6576551	-0.813857	0.44171894	0.4870454
0.29439965	0.69086033	0.18138368	-0.19665603	0.27994943	-0.52021503	1.067191	-0.36609143	-1.244194	-0.65152895	-0.554478	0.6871056	-0.20241168	1.1383786	0.39293972
1.1118953	0.26766828	0.06811	-0.8427449	0.64453423	0.11593362	1.3291867	-0.19602071	-0.97714734	-1.4649096	-0.9211533	0.8002219	-0.55265486	0.24483098	1.1904571
0.74027646	0.5539401	0.8300224	-0.84539413	0.32725018	-1.688801	0.31697404	-0.31072116	-1.4753908	-1.1289035	-0.5207082	0.48043934	-0.3786559	0.80227023	0.5964767
0.4895797	0.7091985	0.5794814	-0.47521153	0.81125396	-0.6057911	0.55775225	-0.553534	-0.82149076	-0.62423116	-0.85720605	0.7775677	-0.6575633	0.69614774	0.40770376
1.0461919	0.41883937	1.0627055	-0.7787882	1.1407038	0.21456929	1.0872195	-0.5514159	-0.5499218	-0.5045081	-0.89757276	1.0844	-0.35130152	1.4999535	0.84257185
0.7803959	0.7291141	0.9859412	-0.79843533	0.6789243	-0.7976056	0.22596352	-0.4708522	-0.40368235	-0.65421605	-0.6377146	0.71591425	-0.55555046	-0.14622182	1.010078
0.21796975	0.34924433	0.85858023	-0.52978945	0.7466912	-0.7581488	-0.06812455	-0.31693685	-1.0494181	-0.86959076	-0.40576932	0.5296302	-0.069723964	0.107674696	0.73048556
0.8485589	0.67900705	0.77080214	-0.9400738	0.5620424	-0.41245022	0.60981476	-0.51272404	-0.20813087	-0.5520851	-0.64349276	0.59070647	-0.5072967	0.39939556	0.7171785
0.62204105	0.5910918	0.60189533	-0.4686622	0.5831035	-0.36895373	0.4081593	-0.53301007	-0.29429477	-0.39985967	-0.506879	0.38789573	-0.53880525	0.58589184	0.4299493
-0.43102524	0.8165103	-0.81662506	-0.061191544	0.4914321	-1.4353656	-0.06892123	-0.26980507	-0.6869287	-0.6518419	-0.79591215	-0.18718433	-0.711162	0.42956698	0.84823346
0.396201	0.23136996	0.91201615	-0.60105926	1.131522	-1.2314787	0.72348475	-0.6386405	-1.6388321	-0.30042765	-1.0844358	1.2084316	-0.51308453	1.2713137	0.9361614
0.7819549	0.6899109	0.8435433	-1.0259186	0.7297517	-0.98210716	0.76838875	-0.8510194	-0.776814	-0.9946097	-0.6878845	0.5992365	-0.619153	0.5938682	0.9188697
0.8201066	0.52645695	0.88274515	-0.7386822	0.6519768	-0.47330624	0.7579722	-0.64546216	-0.42137024	-0.75425947	-0.7020537	0.8490506	-0.58488923	0.76572394	0.9051954
0.39961028	0.18542226	0.34288064	-0.30238873	0.3675402	-0.19348918	0.32720742	-0.44152772	-0.5059244	-0.44478485	-0.3517239	0.32349238	-0.42067838	0.29762846	0.28468248
0.25550187	0.6756773	0.6450447	-0.26769227	0.35975847	0.22855039	0.85996467	-0.5664575	-0.2004114	-0.41750622	-0.58185816	0.586571	-0.51338017	0.84523994	0.6839504
0.8281152	0.35712814	0.73582816	-0.6993726	0.5863894	-0.6132344	0.58162236	-0.66462266	-0.24066855	-0.19367222	-0.6697279	0.62773377	-0.46029097	0.796745	0.8665331
0.12674591	1.2260767	0.43215838	-0.58491457	0.6106354	-0.46713635	0.8049502	-1.2609906	-0.92027056	-1.3342507	-1.1918669	0.92375815	-0.9853243	0.8113157	0.24769697
0.9467125	0.7531885	0.91194636	-0.98351806	0.6880273	-0.6548172	0.5874427	-0.5524905	-1.0673484	-0.8601194	-0.7087324	0.8604864	-1.012642	0.34612796	0.62023246
0.40229443	0.76457596	0.4906318	-0.5424907	0.7858486	-1.6468644	0.602262	-1.0544568	-1.2772946	-0.7676464	-0.55422	0.41925222	-0.80589575	0.5878763	0.52182317
0.50745183	0.55253845	0.61108726	-0.52896655	0.5395408	-0.31624174	0.43978146	-0.6239085	-0.34036574	-0.5553853	-0.51934224	0.48649767	-0.46125448	0.21825948	0.53997254
0.4642362	0.74778247	0.51512235	-0.43171635	0.79014266	-0.43859002	0.63807404	-0.83713293	-0.46865562	-0.41120863	-0.6505338	0.4637015	-0.69367987	0.76319766	0.6830451
1.0051005	0.7918717	0.48417965	-1.0343379	0.85838	-0.516652	0.502689	-0.41407883	-0.66550773	-0.65907	-0.65813196	0.6082245	-0.72109216	0.90816444	0.76512694
0.62631154	0.48838112	0.50487405	-0.07226239	0.8993902	-0.25290927	1.0477487	-1.0960338	-0.61585414	-1.0401809	-0.9786994	0.59590816	-0.444603	0.68311656	0.63793576
0.82096976	0.18197307	0.53700167	-0.3329091	0.62475795	-1.0936338	0.670022	-0.85989755	-0.8263351	-0.1655083	-0.69313675	0.33718976	-1.2727516	0.87715435	0.8804166
0.58503073	0.64355373	0.494116	-0.36930275	0.57717675	-0.13612318	0.6639304	-0.6240629	-0.6409424	-0.5899494	-0.5383493	0.49505743	-0.4774493	0.6890396	0.66936195
0.36785182	0.4426047	0.74248	-0.65659165	0.6091895	-0.92261744	1.0426908	-0.69979054	-0.9050034	-0.5607916	-0.6863604	0.49936825	-0.8940492	1.0250579	0.62030315
0.7011879	0.86588544	0.6176838	-0.6510651	0.4199778	-0.6885035	0.55603606	-0.3809742	-0.7752301	-0.8379577	-0.624045	0.51177377	-0.43096903	0.5040678	0.61604106
1.0631125	0.12445608	1.3152198	-0.875839	1.2235461	1.0862308	0.9960019	0.34472966	0.06120489	-0.10468098	0.5548668	1.6945176	0.0905983	0.5864546	0.81962013
0.6277419	0.8547933	0.6841825	-0.84795994	0.55673	-0.5890558	0.59468335	-0.7166529	-0.5988162	-0.8369295	-0.82518464	0.59721416	-0.6650718	0.7523913	0.742143
0.7511168	0.6418816	0.7386388	-0.7626967	0.82224464	-0.73081297	0.60398465	-0.8931582	-0.50464743	-0.69144243	-0.81049	0.68033737	-0.6324907	0.5864942	0.5905481
0.6362723	0.5285974	0.91977006	-0.93261534	0.08640142	-0.89716357	0.41866416	-0.5469929	-0.53246886	-0.6198977	-0.29438385	0.6964059	0.14301907	-0.04902863	0.8352793
0.68658674	0.6810312	0.5092523	-0.5495367	0.649698	-0.23915572	0.6823738	-0.61501855	-0.13165371	-0.51065254	-0.67689455	0.47378772	-0.75500536	0.50906706	0.632931
1.0884836	1.0611691	0.7133976	-0.74326646	0.4357953	-0.37549734	0.7893041	-0.19606473	-0.5525822	-0.86027706	-0.7321223	0.8102192	-0.53908396	1.0309907	0.69772077
0.5675833	0.5857655	0.43481326	-0.7465474	0.89162785	-0.50190353	0.78995633	-0.5775288	-1.2692224	-0.85984725	-0.8142276	0.5602395	-0.6909937	0.56850153	0.72709984
0.51006216	0.37469757	0.75276345	-0.6446313	0.35834324	-0.26092124	0.59034383	-0.8358841	-0.57349545	-0.62731385	-0.07219111	0.8387698	-0.8193555	0.5312211	0.88076717
0.67965096	1.0048363	0.08697156	0.42680016	0.7792578	-0.3853697	0.459536	-0.6745179	-0.6128437	-0.20329362	-0.72205013	0.3361996	-0.7689208	0.8605181	0.7436996
0.7285708	0.6534785	1.0377135	-0.90358347	0.8420924	0.07166024	0.38300806	-0.7880984	0.25831252	-0.53428864	-0.60760903	0.48477075	-0.45023334	0.4278158	0.55196655
0.73160326	0.7854346	0.6950501	-0.47522223	0.6257562	-0.7208925	0.36500263	-0.70142835	-0.26238155	-0.63124716	-0.62260956	0.5321721	-0.48570344	0.37312862	0.71436363
0.71824265	0.6751812	0.7529864	-0.74385697	0.8537816	-0.84391063	0.7452647	-0.6924082	-0.6409484	-0.42644215	-0.794102	0.6180111	-0.66501975	0.46453837	0.68954426
0.843785	0.81341684	0.8936715	-0.99316865	0.5914849	-0.6428255	0.62768984	-0.54545474	-0.512916	-0.6635518	-0.48428386	0.5316154	-0.6952076	0.62513125	0.5923558
0.4462877	0.69041264	0.48413312	-0.41330627	0.39192864	-0.6917015	0.10890758	-0.5419391	-0.23161162	-0.36312944	-0.5819734	0.2958236	-0.40657672	-0.058215383	0.4908043
1.0232409	0.6532795	0.56314147	-0.23709606	-0.3506133	0.03351805	0.656689	0.010727114	-0.7571582	-0.3483195	-0.18854752	0.91748357	-0.41648066	1.0808797	0.6724924
0.81162995	0.731121	0.882214	-0.6768137	0.5516571	0.52621067	0.55633557	-0.7605269	-0.6289003	-0.7588911	-0.64792013	0.4451754	-0.6451575	0.9356047	0.31335363
0.7128076	0.3088154	0.6954088	-0.73522115	0.8532101	-0.8253241	0.71800137	-0.6241956	-0.7770424	-0.69782263	-0.5183129	0.65445113	-0.8264668	0.58310825	0.43981504
0.50966525	0.6440978	0.6654813	-0.6191074	0.77087575	-0.5271488	0.66966456	-0.6497514	-0.85853034	-0.8902581	-0.4927411	0.78566927	-0.6491949	0.54347306	0.7432545
0.6611035	0.44870493	0.65685666	-0.64358026	0.40192518	-0.51142216	0.71639353	-0.6413336	-0.7197421	-0.6849358	-0.5911715	0.80642813	-0.40466008	0.562631	0.44659525
0.58510554	0.65304685	0.40280387	-0.41241437	0.65076196	-0.40084985	0.52757496	-0.5683383	-0.6272558	-0.5882403	-0.51518816	0.6151622	-0.5873676	0.62961286	0.528291
0.66521007	0.70477015	0.64005244	-0.5007023	0.8034119	-0.35732806	0.7498398	-0.78773606	-0.4874647	-0.69151634	-0.8924937	0.41687933	-0.83373505	0.8584648	0.83502007
0.055266123	-0.1827051	1.0019853	-1.4413924	-0.6639922	-2.261578	0.58652806	-1.6799421	2.3135998	1.9583617	-0.26201388	-0.29518905	-1.195777	0.042937804	-0.7231027
0.7502935	0.6096316	0.73518074	-0.5558719	0.5217953	-0.61907256	0.74085504	-0.63100594	-0.9096735	-0.78146005	-0.80173904	0.6400885	-0.8503298	0.54348105	0.8851235
0.27331534	0.7768338	0.17513828	-0.29909745	1.0435975	-1.3880408	1.1015383	-1.0262028	1.0580034	-0.8979347	-0.48005432	-0.30551997	-0.14952391	1.4261184	1.0794668
0.6924601	0.70665264	0.8233684	-0.45113486	0.710772	-0.5552866	0.6804337	-0.6126703	-0.5879182	-0.49109083	-0.5582694	0.5737303	-0.4298824	0.39965764	0.7491336
0.8977499	0.8960489	0.84761775	-0.644804	0.5724798	-1.0034869	0.45961177	-0.5952445	-0.33928937	-0.47539228	-0.8214001	0.80027014	-0.43183702	0.4784749	0.9476721
0.47814786	0.46217588	0.7240284	-0.8624977	0.36718652	-0.29369703	0.16135295	-0.6832882	-0.18340473	-0.60526055	-0.7023681	0.67149	-0.26212567	0.1507447	0.8492617
0.664656	0.91978294	0.6205356	-0.90377384	0.492925	-1.058244	0.76502764	-0.71086866	-0.61509585	-0.9230399	-1.0740291	0.4610022	-0.60111624	0.53993666	0.86152947
0.8443182	0.8465065	0.77034026	-0.55200744	0.8047165	-0.51996523	0.43958494	-0.8215294	-0.35121673	-0.7084322	-0.790886	0.9862472	-0.7863641	0.31767553	1.0648723
0.74523354	0.7806979	0.93160564	-0.78432226	0.7078031	0.002684221	0.8059769	-0.5638631	-0.3064003	-0.56493866	-0.305196	0.5944106	-0.4324971	0.7597874	0.7358853
0.6395793	0.5760172	0.81205356	-0.9940444	0.43222472	-0.67632765	0.7336733	-0.29090774	-0.9620679	-1.0258443	-0.32639533	1.0343404	-0.7429285	1.1663069	0.74090976
1.0381656	0.67234504	0.9634988	-0.82535225	0.6976296	-0.3927343	0.63930994	-0.6667485	-0.44383538	-0.74801874	-0.89067096	1.0121286	-0.5944945	0.5216099	1.1334653
0.709054	0.5575659	1.07674	-0.66172487	0.2504691	-0.66811746	0.92077225	-0.44535786	-0.67419094	-0.44467655	-0.46886408	1.1828245	-0.5206567	0.34059665	0.6884333
0.39681527	0.7719791	0.466284	-0.47369003	0.9428626	-0.74510646	0.7604195	-1.0289537	-0.72502404	-0.8403356	-0.7949943	0.43470436	-0.71677625	0.63491714	0.69719034
0.74791515	0.2520788	0.50318635	-0.56358284	0.66564614	-0.7309588	0.70984536	-0.30475086	-0.5523265	-0.63743067	-0.84292483	0.5888305	-0.59791565	0.5123745	0.6465886
0.5462287	0.87828577	0.47185352	-0.21677653	-0.095817104	-1.5861863	0.8798896	-0.24727258	-1.09309	-0.75953525	-0.64029604	0.3485955	-0.84798867	0.9023099	0.86553687
0.41680032	0.13798384	0.50339144	-1.3118037	0.4413249	-0.5692011	0.25821948	-0.9341809	-1.129376	-1.1371686	0.025493318	0.7266468	-0.64391005	0.28977132	-0.062059626
1.0094509	0.35405505	-0.16141237	-1.0611446	0.39570594	-0.86666983	-0.32536238	-0.68152565	-1.6151941	-1.0131164	-0.33825868	-0.61428016	0.0096793175	0.078649126	0.7548652
0.7991745	0.6525444	0.7307291	-0.7803673	0.824873	0.12309452	0.7271869	-0.3448686	-0.75193167	-0.49458763	-0.6594278	0.63179487	-0.75439197	0.7406245	0.7026623
0.62373435	0.4304712	0.76981866	-0.9739188	0.57954365	-0.5649187	0.5021622	-0.52756596	-0.5280212	-0.7031796	-0.7576678	0.7316165	-0.36874163	-0.1702616	0.7785664
0.8959296	0.6377211	0.8668901	-0.7192472	0.61472505	-0.30256256	0.6935337	-0.6630558	-1.0612721	-0.7670121	-0.72611487	0.6111255	-0.9899013	0.6644593	0.7688114
0.6298274	0.48423	0.55897754	-0.65027654	0.56974494	-0.32762066	0.76145977	-0.107062936	-0.7788099	-0.75103706	-0.78253955	0.5645412	-0.45459569	0.39346623	0.42915106
0.37515408	0.6573003	0.07013042	-0.5006456	0.7136413	-0.5864147	0.7936382	-0.6583173	-0.88562685	-0.7298941	-0.6784381	0.70585555	-0.71042573	0.6097178	0.51708114
0.82162905	0.9490432	0.2470458	0.18881	0.8898499	-1.5615574	0.77542675	-0.32750154	-2.0321615	-0.25617296	0.517044	2.0857294	0.52647483	-0.7260156	-0.21853012
0.6307987	1.1887932	0.7767069	-0.73792034	0.92922944	0.14624912	0.7233657	-0.56242	-0.013776934	-0.36805195	-0.69101423	0.47442427	-0.6703587	1.0252671	0.96253943
0.86475956	0.8515584	0.7897613	-0.38475594	0.8288297	-0.38415956	0.86073875	-0.8170209	-0.63259584	-0.4017959	-0.8142485	0.80377394	-0.48935655	1.4137181	0.48012286
0.49864072	0.6750329	0.6356001	-0.4469206	0.51029015	-0.4560939	0.50220907	-0.45476726	-0.48579934	-0.32416254	-0.49658683	0.4787172	-0.47560874	0.6784728	0.37182605
0.7983894	0.8883482	0.76216024	-0.8111263	0.4477386	-0.78254116	0.80407816	-0.40210485	-1.4391785	-0.45999599	-0.5604942	0.647826	-1.0697654	0.9852061	0.7469514
1.0241357	0.32725814	1.1965923	-0.72509134	0.30314055	-0.5578995	0.5279495	-0.30134666	-0.5430766	-0.2632421	-0.4448645	0.54467136	-0.54520285	0.034441423	0.72966653
0.44216612	0.48205945	0.74350667	-0.7987355	0.52340615	-0.5855013	0.51475513	-0.27808622	-0.6964031	-0.734488	-0.53936833	0.6961981	-0.51105154	0.013736832	0.68934923
0.4652887	0.6004036	0.4480836	-0.44965813	0.6281936	-0.36115575	0.56691414	-0.82597697	-0.52893394	-0.5186843	-0.5745921	0.30701256	-0.65344626	0.45732063	0.6540718
0.590143	0.74340016	0.64994246	-0.9435504	0.73549694	-0.51203156	0.742171	-0.7091272	-0.96584	-0.4333291	-0.014395433	0.66720784	-0.38938567	0.6226224	0.8994992
0.47541794	0.57780695	0.5077772	-0.46148488	0.79688805	-0.45793176	0.56953484	-0.6356326	-0.5332678	-0.62211716	-0.6987611	0.2872686	-0.4828503	0.5459877	0.53516924
0.49431455	0.61759436	0.51480556	-0.77990526	0.7421168	-0.39928767	0.68464994	-0.5209456	-0.6854834	-0.69022393	-0.5215254	0.41436082	-0.53752375	0.051940583	0.4758536
